id,status,maxEntryPerUser,nftAddress,nftId,winner,extractedNumber,raisedInWei,raisedInEther,platformPercentage,requiredNFT,totalEntries,cancellingDate
473,"ended","50","0x02BeeD1404c69e62b76Af6DbdaE41Bd98bcA2Eab","4846","0x5774A9001C90CDc2A5C8e359999481b18035a964","5","232000000000000000","0.232","0","0x0000000000000000000000000000000000000000","31","fine non impostata"
474,"ended","50","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","4607","0x5911c9A0705c68530a49eD63783fDF7d487a7698","20","220000000000000000","0.22","0","0x0000000000000000000000000000000000000000","24","fine non impostata"
475,"ended","50","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","188","0xc6ac912d6fb9Ea31D712399D4EA24C8B33Ec500f","9","210000000000000000","0.21","0","0x0000000000000000000000000000000000000000","23","fine non impostata"
476,"ended","50","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","8203","0xc83F00a445d57F8CFB3f63CA6D2D07a92B8E890f","6","220000000000000000","0.22","0","0x0000000000000000000000000000000000000000","23","fine non impostata"
477,"ended","250","0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C","1437","0xe46059e33F74951376d0b9b47CE5f2d9EC8Eae96","104","696000000000000000","0.696","0","0x0000000000000000000000000000000000000000","348","fine non impostata"
478,"ended","75","0x8270FC3B2d23DE703b265b2ABE008883954fea8E","1483","0xbCc68D39c6B498c0A41178eb3BEebe1cFBcb6108","9","340000000000000000","0.34","0","0x0000000000000000000000000000000000000000","18","fine non impostata"
479,"ended","75","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","8385","0x687dA0A93Ea5aFE259F39E70D63135eb6E36874a","3","290000000000000000","0.29","0","0x0000000000000000000000000000000000000000","32","fine non impostata"
480,"ended","75","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","5808","0x3fEC6Ccce9eF69d74fCf83263b69C6536900fD34","4","200000000000000000","0.2","0","0x0000000000000000000000000000000000000000","21","fine non impostata"
481,"ended","75","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","8876","0x7994bA3AD8e0288dC5770A5d2ebcb9c80fcea438","9","200000000000000000","0.2","0","0x0000000000000000000000000000000000000000","21","fine non impostata"
482,"ended","75","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","3311","0x654cad354c58F7ba3cb1C949270105C5a7874F19","1","300000000000000000","0.3","0","0x0000000000000000000000000000000000000000","33","fine non impostata"
483,"ended","75","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","2436","0xa8AAd55C115a9213d790e11ad90A60f3540fee72","14","240000000000000000","0.24","0","0x0000000000000000000000000000000000000000","25","fine non impostata"
484,"ended","75","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","686","0x687dA0A93Ea5aFE259F39E70D63135eb6E36874a","5","140000000000000000","0.14","0","0x0000000000000000000000000000000000000000","14","fine non impostata"
485,"ended","75","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","6654","0xaA88580E65fB09ff45985a174660428879ee4792","21","210000000000000000","0.21","0","0x0000000000000000000000000000000000000000","22","fine non impostata"
486,"ended","75","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","3796","0x670B3BA01517b3068b28987de6bDAcbF0CE252df","7","210000000000000000","0.21","0","0x0000000000000000000000000000000000000000","22","fine non impostata"
487,"ended","75","0x34c4EBA1966B502dfCF0868b6f271d85CC8A2312","6780","0xB72d5F292BD3b4e26d5d66154c029238b37b2432","8","152000000000000000","0.152","0","0x0000000000000000000000000000000000000000","19","fine non impostata"
488,"ended","75","0x34c4EBA1966B502dfCF0868b6f271d85CC8A2312","2970","0xec7540827f137CACDc77267F6aca66c43d848917","15","184000000000000000","0.184","0","0x0000000000000000000000000000000000000000","23","fine non impostata"
489,"ended","75","0x34c4EBA1966B502dfCF0868b6f271d85CC8A2312","2113","0x361a81C388f0034BFa2893817C218512a4DE7294","42","368000000000000000","0.368","0","0x0000000000000000000000000000000000000000","49","fine non impostata"
490,"ended","100","0x02BeeD1404c69e62b76Af6DbdaE41Bd98bcA2Eab","4622","0x6146513712AD764EFF0cb05Be94ad799D21BC12c","18","168000000000000000","0.168","0","0x0000000000000000000000000000000000000000","45","fine non impostata"
491,"ended","100","0x02BeeD1404c69e62b76Af6DbdaE41Bd98bcA2Eab","3269","0x1CDEb1797c9BeaDEDB2CF94CA4ACD8c3C7695A0C","10","180000000000000000","0.18","0","0x0000000000000000000000000000000000000000","48","fine non impostata"
492,"ended","100","0x02BeeD1404c69e62b76Af6DbdaE41Bd98bcA2Eab","2169","0x2DbA9033d210e84051fa4A43337687421DB1Ddd2","3","192000000000000000","0.192","0","0x0000000000000000000000000000000000000000","51","fine non impostata"
493,"ended","100","0x02BeeD1404c69e62b76Af6DbdaE41Bd98bcA2Eab","3308","0x1a950f4411382EAb96239C1690d2501A1aBFF2E6","58","236000000000000000","0.236","0","0x0000000000000000000000000000000000000000","64","fine non impostata"
494,"ended","100","0x02BeeD1404c69e62b76Af6DbdaE41Bd98bcA2Eab","4733","0x59c8c4911b8b31B525893953513E7f1206026962","47","180000000000000000","0.18","0","0x0000000000000000000000000000000000000000","49","fine non impostata"
495,"ended","100","0x02BeeD1404c69e62b76Af6DbdaE41Bd98bcA2Eab","240","0x621a9eD89e1569004D692177A67e7B95ee84eDC7","20","172000000000000000","0.172","0","0x0000000000000000000000000000000000000000","49","fine non impostata"
496,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","7279","0x51ded115A62FA44e8b6A4F96ccCDE1E263bC7334","57","1920000000000000000","1.92","0","0x0000000000000000000000000000000000000000","108","fine non impostata"
497,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","1279","0x41f97Ec0B18B45bD84e127eAEE5C3B85075DfbEF","19","1780000000000000000","1.78","0","0x0000000000000000000000000000000000000000","104","fine non impostata"
498,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","5804","0x1CDEb1797c9BeaDEDB2CF94CA4ACD8c3C7695A0C","46","2020000000000000000","2.02","0","0x0000000000000000000000000000000000000000","117","fine non impostata"
499,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","9498","0x1CDEb1797c9BeaDEDB2CF94CA4ACD8c3C7695A0C","8","1419000000000000000","1.419","0","0x0000000000000000000000000000000000000000","47","fine non impostata"
500,"ended","1000","0xf61F24c2d93bF2dE187546B14425BF631F28d6dC","14558","0xb9364416872fAcc3fC1661176505a56665481598","44","640000000000000000","0.64","0","0x0000000000000000000000000000000000000000","402","fine non impostata"
501,"ended","1000","0x31d45de84fdE2fB36575085e05754a4932DD5170","8380","0xb9364416872fAcc3fC1661176505a56665481598","349","834000000000000000","0.834","0","0x0000000000000000000000000000000000000000","533","fine non impostata"
502,"ended","1000","0x31d45de84fdE2fB36575085e05754a4932DD5170","5434","0x55ecCD591DeB4bb551e779aE2d3a73e3aE598FD5","323","578000000000000000","0.578","0","0x0000000000000000000000000000000000000000","385","fine non impostata"
503,"ended","1000","0xaCF63E56fd08970b43401492a02F6F38B6635C91","7622","0x6146513712AD764EFF0cb05Be94ad799D21BC12c","95","818000000000000000","0.818","0","0x0000000000000000000000000000000000000000","545","fine non impostata"
504,"ended","1000","0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C","652","0xB72d5F292BD3b4e26d5d66154c029238b37b2432","194","614000000000000000","0.614","0","0x0000000000000000000000000000000000000000","378","fine non impostata"
505,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","5242","0x55ecCD591DeB4bb551e779aE2d3a73e3aE598FD5","20","2079000000000000000","2.079","0","0x0000000000000000000000000000000000000000","71","fine non impostata"
506,"cancel requested","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","4369","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 16:02:11"
507,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","9941","0x36076F5E42eF4842d033FA67de51feA195d5570f","0","160000000000000000","0.16","0","0x0000000000000000000000000000000000000000","20","fine non impostata"
508,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","7593","0x2610A6dC27423831489842b0325E1dbcC6142408","0","184000000000000000","0.184","0","0x0000000000000000000000000000000000000000","24","fine non impostata"
509,"ended","1000","0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949","17797","0x0307Ff7092c9969f9ef62A2C24447d9DF2940EC6","71","1675000000000000000","1.675","0","0x0000000000000000000000000000000000000000","74","fine non impostata"
510,"ended","1000","0xd1258DB6Ac08eB0e625B75b371C023dA478E94A9","529","0x50f2eF780e7eBF68460F25A3BC637890C6ab4647","160","11700000000000000000","11.7","0","0x0000000000000000000000000000000000000000","172","fine non impostata"
511,"ended","1000","0xED5AF388653567Af2F388E6224dC7C4b3241C544","4693","0xEeCBa4834ca010C0ced9b2ED8B7050f5229667B8","253","14300000000000000000","14.3","0","0x0000000000000000000000000000000000000000","330","fine non impostata"
512,"cancel requested","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","8420","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 12:26:11"
513,"cancel requested","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","812","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 12:28:47"
514,"cancel requested","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","7596","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 12:31:11"
515,"cancel requested","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","1467","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 12:30:47"
516,"cancel requested","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","8879","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 12:30:11"
517,"cancel requested","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","2486","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 12:29:11"
518,"cancel requested","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","2111","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 12:30:59"
519,"ended","1000","0x684E4ED51D350b4d76A3a07864dF572D24e6dC4c","860","0x1CDEb1797c9BeaDEDB2CF94CA4ACD8c3C7695A0C","21","176000000000000000","0.176","0","0x0000000000000000000000000000000000000000","23","fine non impostata"
520,"ended","1000","0x684E4ED51D350b4d76A3a07864dF572D24e6dC4c","4878","0x313d3A6b5BE58BEDB05DAAEF051DdE7dFc1589CD","11","168000000000000000","0.168","0","0x0000000000000000000000000000000000000000","22","fine non impostata"
521,"ended","1000","0x684E4ED51D350b4d76A3a07864dF572D24e6dC4c","4863","0x8659Ef890A827b5c05cbEa7F1D39A1Ed638a5860","14","296000000000000000","0.296","0","0x0000000000000000000000000000000000000000","41","fine non impostata"
522,"ended","1000","0x684E4ED51D350b4d76A3a07864dF572D24e6dC4c","2390","0x590B13ab25877d8B12A9E45Df9aaB9A2AE382ed4","13","144000000000000000","0.144","0","0x0000000000000000000000000000000000000000","19","fine non impostata"
523,"ended","1000","0x684E4ED51D350b4d76A3a07864dF572D24e6dC4c","3258","0x93fb5143523eb0C519F600Dfdb59153178343a1f","30","240000000000000000","0.24","0","0x0000000000000000000000000000000000000000","32","fine non impostata"
524,"ended","1000","0x684E4ED51D350b4d76A3a07864dF572D24e6dC4c","6507","0x45fF7BC14501A8742458092D06F047e5d0EFfA66","9","280000000000000000","0.28","0","0x0000000000000000000000000000000000000000","38","fine non impostata"
525,"ended","1000","0x684E4ED51D350b4d76A3a07864dF572D24e6dC4c","7622","0x6b837dD0e84f25D5E7AD385CB641822397caD9A0","17","328000000000000000","0.328","0","0x0000000000000000000000000000000000000000","45","fine non impostata"
526,"cancel requested","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","1775","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","27/9/2022, 14:49:59"
527,"cancel requested","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","5424","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","27/9/2022, 14:51:35"
528,"cancel requested","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","4438","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","27/9/2022, 14:50:47"
529,"cancel requested","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","1775","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 09:31:59"
530,"cancel requested","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","4438","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 09:32:11"
531,"cancel requested","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","5424","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 09:32:35"
532,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","5728","0xDEAe3F984D9e802c7B18334a7928A525f4E76048","425","227000000000000000","0.227","0","0x0000000000000000000000000000000000000000","654","fine non impostata"
533,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","402","0x4405c62D87fF42D4E5A519e586853C88d15F7BdD","111","154000000000000000","0.154","0","0x0000000000000000000000000000000000000000","454","fine non impostata"
534,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","4674","0x711C86e95590dAa071995612Fb9bcB91E62A18C7","199","248000000000000000","0.248","0","0x0000000000000000000000000000000000000000","723","fine non impostata"
535,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","8097","0x8d85D37C53aEa6e51A4863104299830161D06130","111","178000000000000000","0.178","0","0x0000000000000000000000000000000000000000","506","fine non impostata"
536,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","4980","0x1E6295579ceA31DBe74446D80252E770691Ba5A4","438","185000000000000000","0.185","0","0x0000000000000000000000000000000000000000","487","fine non impostata"
537,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","3711","0x36a7d046DAb6268faD582681243fE17d8E887a82","439","189000000000000000","0.189","0","0x0000000000000000000000000000000000000000","560","fine non impostata"
538,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","1990","0x4120ae64e0091A0F60f9062C1b7dB9991b9f1E5f","302","244000000000000000","0.244","0","0x0000000000000000000000000000000000000000","687","fine non impostata"
539,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","4649","0xeE9083B4Ca3c082a9e0b813F217431aBaD7b1431","260","195000000000000000","0.195","0","0x0000000000000000000000000000000000000000","599","fine non impostata"
540,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","6034","0xf2360f0C00781Acd57c872802a5DA348653DfC29","743","248000000000000000","0.248","0","0x0000000000000000000000000000000000000000","769","fine non impostata"
541,"ended","1000","0xC9d198089D6c31d0Ca5Cc5B92C97a57A97BBfdE2","7908","0x3f4eF060eA76c628Cc921d40a8F0a2099a1ef26B","280","203000000000000000","0.203","0","0x0000000000000000000000000000000000000000","571","fine non impostata"
542,"cancel requested","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","9778","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 15:08:11"
543,"cancel requested","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","2569","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 15:10:11"
544,"cancel requested","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","7609","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 15:09:59"
545,"cancel requested","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","8382","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 15:09:35"
546,"cancel requested","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","9154","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 15:09:23"
547,"cancel requested","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","3509","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 15:09:11"
548,"cancel requested","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","5952","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 15:09:11"
549,"cancel requested","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","2669","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 15:09:11"
550,"cancel requested","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","6752","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","29/9/2022, 15:08:59"
551,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","9778","0x1A29544D8bc53dEfcf6db1e2C39b1Ea9552D977a","31","312000000000000000","0.312","0","0x0000000000000000000000000000000000000000","73","fine non impostata"
552,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","2569","0x5294c32CdB4fF423F870e01095019dED78B59257","64","336000000000000000","0.336","0","0x0000000000000000000000000000000000000000","90","fine non impostata"
553,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","8420","0xc6ac912d6fb9Ea31D712399D4EA24C8B33Ec500f","3","192000000000000000","0.192","0","0x0000000000000000000000000000000000000000","33","fine non impostata"
554,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","7609","0x9B85D428b5327AB0604868d46cFad2802B66918d","128","480000000000000000","0.48","0","0x0000000000000000000000000000000000000000","134","fine non impostata"
555,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","1467","0x28AA0Ff45d3f9Aa0c9AA3Ab58b6ab3DEA2dE3634","23","192000000000000000","0.192","0","0x0000000000000000000000000000000000000000","44","fine non impostata"
556,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","8394","0xa9Be67E2910ECce1e156edE5Bf6E146523A5318D","41","336000000000000000","0.336","0","0x0000000000000000000000000000000000000000","96","fine non impostata"
557,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","8382","0xe505570cCa5734c3D803a9cFE0FBCE618A0d74D1","62","536000000000000000","0.536","0","0x0000000000000000000000000000000000000000","171","fine non impostata"
558,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","812","0x5294c32CdB4fF423F870e01095019dED78B59257","36","352000000000000000","0.352","0","0x0000000000000000000000000000000000000000","114","fine non impostata"
559,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","9154","0x96a3E041AdeF2dB4640347D5EdB4B8749a2Fe8f4","26","464000000000000000","0.464","0","0x0000000000000000000000000000000000000000","132","fine non impostata"
560,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","2111","0xf3181A443Db91575F6C75FD7fF7D7F61E0FDD261","49","272000000000000000","0.272","0","0x0000000000000000000000000000000000000000","60","fine non impostata"
561,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","3492","0xe505570cCa5734c3D803a9cFE0FBCE618A0d74D1","54","248000000000000000","0.248","0","0x0000000000000000000000000000000000000000","65","fine non impostata"
562,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","3509","0xA2B5F97D8E5Fd464448A57196A108Dd8478abec0","90","640000000000000000","0.64","0","0x0000000000000000000000000000000000000000","197","fine non impostata"
563,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","2486","0xaBd2680B08Bdd86C10Ba7e2822A12A7f1BCb4bC3","62","296000000000000000","0.296","0","0x0000000000000000000000000000000000000000","72","fine non impostata"
564,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","7596","0x3f4eF060eA76c628Cc921d40a8F0a2099a1ef26B","10","176000000000000000","0.176","0","0x0000000000000000000000000000000000000000","36","fine non impostata"
565,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","5952","0x4CDDF18cA5F3315677e8e199BEC4124f94AE6788","97","824000000000000000","0.824","0","0x0000000000000000000000000000000000000000","296","fine non impostata"
566,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","2669","0x86D295C073b8053aB191c8E940416551AE46d9C5","13","352000000000000000","0.352","0","0x0000000000000000000000000000000000000000","93","fine non impostata"
567,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","172","0x99E214C362D230c7CED0CDC953B91ee7f4B64d5d","41","232000000000000000","0.232","0","0x0000000000000000000000000000000000000000","69","fine non impostata"
568,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","8879","0xe505570cCa5734c3D803a9cFE0FBCE618A0d74D1","40","224000000000000000","0.224","0","0x0000000000000000000000000000000000000000","54","fine non impostata"
569,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","6752","0x9C99ce072328B450871c8e27Da0a3759F71985E7","27","384000000000000000","0.384","0","0x0000000000000000000000000000000000000000","126","fine non impostata"
570,"ended","1000","0x209e639a0EC166Ac7a1A4bA41968fa967dB30221","5989","0x986392F7E2F2366DB6faaBcd39f549E4515e35F7","4858","2219000000000000000","2.219","0","0x0000000000000000000000000000000000000000","8599","fine non impostata"
571,"ended","1000","0x19b86299c21505cdf59cE63740B240A9C822b5E4","1050","0x50f2eF780e7eBF68460F25A3BC637890C6ab4647","56","880000000000000000","0.88","0","0x0000000000000000000000000000000000000000","193","fine non impostata"
572,"ended","1000","0xf61F24c2d93bF2dE187546B14425BF631F28d6dC","13470","0x6eb048288B4C58D4198A0b656258354F1b89103a","394","332000000000000000","0.332","0","0x0000000000000000000000000000000000000000","468","fine non impostata"
573,"ended","1000","0x123b30E25973FeCd8354dd5f41Cc45A3065eF88C","5932","0x50f2eF780e7eBF68460F25A3BC637890C6ab4647","155","746000000000000000","0.746","0","0x0000000000000000000000000000000000000000","1103","fine non impostata"
574,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","5139","0x4ce7467695FA2A9c54836e46Aa58B260063C7A26","606","3630000000000000000","3.63","0","0x0000000000000000000000000000000000000000","1079","fine non impostata"
575,"ended","1000","0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949","16203","0x3Cf88E9dBB857197bAf052F6B84EFF4AcC10DE5a","311","1800000000000000000","1.8","0","0x0000000000000000000000000000000000000000","465","fine non impostata"
576,"ended","1000","0x79FCDEF22feeD20eDDacbB2587640e45491b757f","1106","0xAdAf51F1E434C446aBc90fFdAF1c3A967e6f2ea1","429","2060000000000000000","2.06","0","0x0000000000000000000000000000000000000000","602","fine non impostata"
577,"cancel requested","1000","0x7DF64F69544c5bf71171dc5ab69b8602C2FF1E27","5362","0x0000000000000000000000000000000000000000","0","0","0.0","0","0x0000000000000000000000000000000000000000","0","3/10/2022, 16:03:47"
578,"ended","2500","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","7367","0xAdAf51F1E434C446aBc90fFdAF1c3A967e6f2ea1","3524","6296000000000000000","6.296","0","0x0000000000000000000000000000000000000000","10618","fine non impostata"
579,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","5424","0x17FD7ABa147A2531E4e8B53Bc6e5e351bdb814d3","10","3110000000000000000","3.11","0","0x0000000000000000000000000000000000000000","893","fine non impostata"
580,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","4438","0x6146513712AD764EFF0cb05Be94ad799D21BC12c","394","2970000000000000000","2.97","0","0x0000000000000000000000000000000000000000","738","fine non impostata"
581,"ended","1000","0x7DF64F69544c5bf71171dc5ab69b8602C2FF1E27","5362","0xEd8db5dE8e7F3f14114bB2E2d57f08182537350f","445","652000000000000000","0.652","0","0x0000000000000000000000000000000000000000","925","fine non impostata"
582,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","8892","0x3b3ff3ab974edf9602D082b7612aFE1FB14017F9","660","2350000000000000000","2.35","0","0x0000000000000000000000000000000000000000","709","fine non impostata"
583,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","4168","0x3B72510939Cee477f557F125BaA376c3CE07C11d","260","3180000000000000000","3.18","0","0x0000000000000000000000000000000000000000","1011","fine non impostata"
584,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","1775","0xc23d3085A6C132Eb7bEc00a471A2bA10658D7Edc","3","4270000000000000000","4.27","0","0x0000000000000000000000000000000000000000","1237","fine non impostata"
585,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","2951","0xc0ea3f7a901F43986D47FEE528613eA77bB253A0","723","3430000000000000000","3.43","0","0x0000000000000000000000000000000000000000","988","fine non impostata"
586,"ended","1000","0x394E3d3044fC89fCDd966D3cb35Ac0B32B0Cda91","2160","0xaA88580E65fB09ff45985a174660428879ee4792","411","3410000000000000000","3.41","0","0x0000000000000000000000000000000000000000","1059","fine non impostata"
587,"ended","1000","0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949","8002","0x3e94c0f17093f98addB43B26b8AAD8AB23cf48EB","251","1600000000000000000","1.6","0","0x0000000000000000000000000000000000000000","493","fine non impostata"
588,"ended","1000","0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949","10555","0x9Dfb8E1c7f36edFeF48c5daBAEb1da25b1DdeE22","262","1000000000000000000","1.0","0","0x0000000000000000000000000000000000000000","306","fine non impostata"
589,"ended","1000","0x306b1ea3ecdf94aB739F1910bbda052Ed4A9f949","12074","0x5ADF378c1389d35f726D50E2CB828978608f9D5a","173","1440000000000000000","1.44","0","0x0000000000000000000000000000000000000000","441","fine non impostata"
590,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","5782","0xe505570cCa5734c3D803a9cFE0FBCE618A0d74D1","13","208000000000000000","0.208","0","0x0000000000000000000000000000000000000000","63","fine non impostata"
591,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","305","0x2256b007622C7BB4036ae325c5ADF51E12879262","53","192000000000000000","0.192","0","0x0000000000000000000000000000000000000000","57","fine non impostata"
592,"ended","1000","0xe12EDaab53023c75473a5A011bdB729eE73545e8","8177","0xf35268833aDC5d674cA00B25266F08834100862d","38","224000000000000000","0.224","0","0x0000000000000000000000000000000000000000","65","fine non impostata"
593,"ended","1000","0x1A92f7381B9F03921564a437210bB9396471050C","2859","0xaf8BA59606b5EE931147cc6Cc34a9F2e1BF1E9F6","572","3140000000000000000","3.14","0","0x0000000000000000000000000000000000000000","911","fine non impostata"
